address,orientation,distance_m
93 ROSEVILLE AVENUE,North,2936.54
20 GRIFFITH AVENUE,North,2174.73
21 GRIFFITH AVENUE,North,2071.49
23 GRIFFITH AVENUE,North,2094.1
25 GRIFFITH AVENUE,North,2134.9
29 GRIFFITH AVENUE,North,2179.91
33 GRIFFITH AVENUE,North,2236.65
36 GRIFFITH AVENUE,North,2309.65
"UNIT G11, 680 WILLOUGHBY ROAD",North,866.99
62 STRATHALLEN AVENUE,North-West,657.21
"UNIT 302, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 503, 1015 PACIFIC HIGHWAY",West,2877.72
1015 PACIFIC HIGHWAY,West,2877.72
"UNIT 502, 1015 PACIFIC HIGHWAY",West,2877.72
296B SAILORS BAY ROAD,North,784.66
"UNIT 508, 1015 PACIFIC HIGHWAY",West,2877.72
296E SAILORS BAY ROAD,North,612.91
"UNIT 105, 11 VICTORIA STREET",West,2866.43
271A HIGH STREET,West,1158.74
"UNIT 106, 9 VICTORIA STREET",West,2866.43
"APARTMENT 304A, 34 PENSHURST STREET",North,1000.71
"UNIT 207, 11 VICTORIA STREET",West,2866.43
"APARTMENT 202A, 34 PENSHURST STREET",North,988.52
"APARTMENT 206A, 34 PENSHURST STREET",North,994.9
"SHOP 1, 132 PENSHURST STREET",North,972.08
"SHOP 16A, 79-113 SAILORS BAY ROAD",South,566.76
"SHOP 21A, 79-113 SAILORS BAY ROAD",South,566.76
"UNIT 308, 11 VICTORIA STREET",West,2866.43
"APARTMENT 105A, 34 PENSHURST STREET",North,994.9
"UNIT 103, 72 LAUREL STREET",North,972.08
16A DULWICH ROAD,West,3228.55
114 EDINBURGH ROAD,South,0.45
"UNIT 1, 50 EASTERN VALLEY WAY",North,199.23
"UNIT 2, 2 EASTERN VALLEY WAY",North,556.41
"UNIT 4, 2 EASTERN VALLEY WAY",North,556.41
"UNIT 5, 50 EASTERN VALLEY WAY",North,199.23
598 WILLOUGHBY ROAD,North,983.16
"UNIT 19, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 19, 55 PACIFIC HIGHWAY",West,3171.54
"UNIT 20, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 21, 55 PACIFIC HIGHWAY",West,3171.54
"UNIT 22, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 22, 55 PACIFIC HIGHWAY",West,3171.54
"UNIT 23, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 24, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 25, 55 PACIFIC HIGHWAY",West,3171.54
"UNIT 26, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 26, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 27, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 28, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 33, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 35, 180 PACIFIC HIGHWAY",West,3629.16
3 WYVERN AVENUE,West,2936.74
23 WYVERN AVENUE,West,3022.65
"UNIT 2, 1 WYVERN AVENUE",West,2924.94
170 EASTERN VALLEY WAY,North,34.92
166 EASTERN VALLEY WAY,North,38.64
"UNIT 102, 120 PENSHURST STREET",North,965.57
"UNIT 104, 3 VICTORIA STREET",West,2866.43
"UNIT 204, 5 VICTORIA STREET",West,2866.43
"UNIT 303, FLOOR 3, 150 MOWBRAY ROAD",North,866.99
"UNIT 116, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 208, FLOOR 2, 150 MOWBRAY ROAD",North,866.99
"UNIT 106, FLOOR 1, 680 WILLOUGHBY ROAD",North,866.99
"SHOP 5, 150 MOWBRAY ROAD",North,866.99
"UNIT 101, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 114, FLOOR 1, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 306, 7 VICTORIA STREET",West,2866.43
"SUITE 1, 489 WILLOUGHBY ROAD",North,940.34
121 HIGH STREET,North,527.15
210 SAILORS BAY ROAD,North,632.7
222 SAILORS BAY ROAD,North,638.04
29A CAMBRIDGE STREET,West,922.47
26 CAMBRIDGE STREET,West,870.27
30 GREENFIELD AVENUE,North,420.82
32 GREENFIELD AVENUE,North,401.06
38A GREENFIELD AVENUE,North,358.81
10 HEIGHTS CRESCENT,North,308.94
11 HEIGHTS CRESCENT,North,392.28
12 HEIGHTS CRESCENT,North,311.86
18 HEIGHTS CRESCENT,North,306.2
2 HEIGHTS CRESCENT,North,286.84
10 GLENROY AVENUE,North,534.9
11 GLENROY AVENUE,North,589.66
13A GLENROY AVENUE,North,619.62
24 GREENFIELD AVENUE,North,445.77
25 GREENFIELD AVENUE,North,422.15
26 GREENFIELD AVENUE,North,436.35
9 HEIGHTS CRESCENT,North,376.52
16A RICHMOND AVENUE,North,1511.66
"UNIT 2, 11 VICTORIA STREET",West,2866.43
"APARTMENT 104A, 34 PENSHURST STREET",North,1006.11
15 CAWARRAH ROAD,North,267.2
2 CAWARRAH ROAD,North,246.87
3 CAWARRAH ROAD,North,257.67
4 CAWARRAH ROAD,North,225.35
5 CAWARRAH ROAD,North,251.32
7 CAWARRAH ROAD,North,261.62
10 COUNCIL STREET,West,865.24
17 GLENROY AVENUE,North,678.97
"UNIT 10, 380 EASTERN VALLEY WAY",North,1662.93
"UNIT 15, 380 EASTERN VALLEY WAY",North,1662.93
"UNIT 19, 380 EASTERN VALLEY WAY",North,1662.93
"UNIT 21, 380 EASTERN VALLEY WAY",North,1662.93
"UNIT 22, 380 EASTERN VALLEY WAY",North,1662.93
"UNIT 320, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 10, 60 PENSHURST STREET",North,968.49
"UNIT 12, 60 PENSHURST STREET",North,968.49
"UNIT 2, 60 PENSHURST STREET",North,968.49
"UNIT 8, 60 PENSHURST STREET",North,968.49
92A BAROONA ROAD,North,872.69
"UNIT 1, 511 WILLOUGHBY ROAD",North,922.73
"UNIT 104, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 138, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 1, 65-67 WILLIAM STREET",West,2825.17
"UNIT 2, 65-67 WILLIAM STREET",West,2825.17
"UNIT 3, 65-67 WILLIAM STREET",West,2825.17
"UNIT 4, 65-67 WILLIAM STREET",West,2825.17
"UNIT 204, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 408, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 417, 1015 PACIFIC HIGHWAY",West,2877.72
16A HUDSON AVENUE,North,772.01
"LEVEL 1, 253 PENSHURST STREET",West,1133.49
"UNIT 6, 30-32 BARCOO STREET",North,1904.17
"UNIT 7, 30-32 BARCOO STREET",North,1904.17
"UNIT 10, 30-32 BARCOO STREET",North,1904.17
"UNIT 11, 30-32 BARCOO STREET",North,1904.17
"UNIT 14, 30-32 BARCOO STREET",North,1904.17
"UNIT 16, 30-32 BARCOO STREET",North,1904.17
"UNIT 17, 30-32 BARCOO STREET",North,1904.17
"UNIT 18, 30-32 BARCOO STREET",North,1904.17
"UNIT 1, 30-32 BARCOO STREET",North,1904.17
"UNIT 21, 30-32 BARCOO STREET",North,1904.17
"UNIT 23, 30-32 BARCOO STREET",North,1904.17
"UNIT 25, 30-32 BARCOO STREET",North,1904.17
"UNIT 3, 30-32 BARCOO STREET",North,1904.17
"UNIT 4, 30-32 BARCOO STREET",North,1904.17
11 THE QUARTERDECK,North,484.03
"UNIT 11, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 12, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 15, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 16, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 1, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 2, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 3, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 5, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 6, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 9, 20-24 SAILORS BAY ROAD",North,705.3
"UNIT 302, 3 VICTORIA STREET",West,2866.43
"UNIT 106, 3 VICTORIA STREET",West,2866.43
"UNIT 309, 1 VICTORIA STREET",West,2866.43
"UNIT 401, 3 VICTORIA STREET",West,2866.43
"UNIT 404, 3 VICTORIA STREET",West,2866.43
"UNIT 102, 7 VICTORIA STREET",West,2866.43
"UNIT 108, 7 VICTORIA STREET",West,2866.43
"UNIT 106, 7 VICTORIA STREET",West,2866.43
"UNIT 203, 7 VICTORIA STREET",West,2866.43
"UNIT 301, 1 VICTORIA STREET",West,2866.43
"UNIT 303, 5 VICTORIA STREET",West,2866.43
"UNIT 401, 7 VICTORIA STREET",West,2866.43
"UNIT 208, 3 VICTORIA STREET",West,2866.43
"UNIT 310, 3 VICTORIA STREET",West,2866.43
"UNIT 308, 5 VICTORIA STREET",West,2866.43
"UNIT 7, 1 VICTORIA STREET",West,2866.43
"UNIT 2, 3 VICTORIA STREET",West,2866.43
"UNIT 403, 1 VICTORIA STREET",West,2866.43
"UNIT 401, 5 VICTORIA STREET",West,2866.43
"UNIT 208, 5 VICTORIA STREET",West,2866.43
"UNIT 6, 5 VICTORIA STREET",West,2866.43
"UNIT 101, 3 VICTORIA STREET",West,2866.43
"UNIT 102, 5 VICTORIA STREET",West,2866.43
"UNIT 107, 1 VICTORIA STREET",West,2866.43
"UNIT 101, 5 VICTORIA STREET",West,2866.43
"UNIT 301, 3 VICTORIA STREET",West,2866.43
208 BOUNDARY STREET,North,1893.08
194 BOUNDARY STREET,North,1918.06
"UNIT 302, FLOOR 3, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 403, FLOOR 4, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 305, FLOOR 3, 150 MOWBRAY ROAD",North,866.99
6 PHILLIPS LANE,North,868.66
"UNIT 114, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 113, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 202, FLOOR 2, 150 MOWBRAY ROAD",North,866.99
"UNIT 209, FLOOR 2, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 308, FLOOR 3, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 109, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 201, FLOOR 2, 680 WILLOUGHBY ROAD",North,866.99
81 PENSHURST STREET,North,909.38
84 PENSHURST STREET,North,962.37
9 PENSHURST STREET,North,951.61
1A REMUERA STREET,North,105.45
11A REMUERA STREET,North,106.41
11 REMUERA STREET,North,102.97
24 WALLACE STREET,North,1150.09
163 MOWBRAY ROAD,North,996.77
164 MOWBRAY ROAD,North,1022.93
30A RICHMOND AVENUE,North,1444.76
32 WYALONG STREET,North,1429.39
35 WYALONG STREET,North,1370.37
36 WYALONG STREET,North,1454.56
37 WYALONG STREET,North,1382.69
41 WYALONG STREET,North,1407.63
43 WYALONG STREET,North,1422.95
45 WYALONG STREET,North,1440.65
47 WYALONG STREET,North,1461.66
49 WYALONG STREET,North,1473.01
12 WALLACE STREET,North,1151.3
13 WALLACE STREET,North,1097.46
14 WALLACE STREET,North,1150.79
16 WALLACE STREET,North,1150.39
18 WALLACE STREET,North,1150.11
19 WALLACE STREET,North,1097.13
20 WALLACE STREET,North,1149.99
"UNIT 401, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 106, 150 MOWBRAY ROAD",North,866.99
104 WARRANE ROAD,North,921.59
103 WARRANE ROAD,North,899.32
100 WARRANE ROAD,North,901.66
12 SECOND AVENUE,North,250.91
9 ROSEWALL STREET,West,851.55
6 ROSEWALL STREET,West,804.21
101 FOURTH AVENUE,West,248.63
10 FOURTH AVENUE,North,145.71
20 HORSLEY AVENUE,West,989.18
19 HORSLEY AVENUE,West,1011.04
10 PATRICK STREET,West,1057.58
31 HEIGHTS CRESCENT,North,355.57
29 HEIGHTS CRESCENT,North,370.93
25 HEIGHTS CRESCENT,North,371.25
23 HEIGHTS CRESCENT,North,370.65
20 HEIGHTS CRESCENT,North,320.35
19 HEIGHTS CRESCENT,North,373.94
15 HEIGHTS CRESCENT,North,378.6
13 HEIGHTS CRESCENT,North,364.77
9 GREENFIELD AVENUE,North,496.13
5 GREENFIELD AVENUE,North,476.9
13 GREENFIELD AVENUE,North,496.16
1 GREENFIELD AVENUE,North,492.19
"UNIT 12A, 260 PENSHURST STREET",West,1157.91
56-58 FRENCHS ROAD,North,877.55
"SHOP 1, 303-307 PENSHURST STREET",West,1263.14
"SHOP 7, 303-307 PENSHURST STREET",West,1263.14
"UNIT 38, 303-307 PENSHURST STREET",West,1263.14
"UNIT 32, 303-307 PENSHURST STREET",West,1263.14
"UNIT 13, 303-307 PENSHURST STREET",West,1263.14
"UNIT 15, 303-307 PENSHURST STREET",West,1263.14
"UNIT 39, 303-307 PENSHURST STREET",West,1263.14
"UNIT 12, 303-307 PENSHURST STREET",West,1263.14
"UNIT 26, 303-307 PENSHURST STREET",West,1263.14
"UNIT 28, 303-307 PENSHURST STREET",West,1263.14
"UNIT 2, 2 OLIVER ROAD",West,3493.1
"UNIT 19, 2A SHIRLEY ROAD",West,3529.07
"UNIT 21, 2A SHIRLEY ROAD",West,3529.07
"UNIT 23, 2A SHIRLEY ROAD",West,3529.07
"UNIT 28, 2A SHIRLEY ROAD",West,3529.07
"UNIT 29, 2A SHIRLEY ROAD",West,3529.07
"UNIT 33, 2A SHIRLEY ROAD",West,3529.07
"UNIT 36, 2A SHIRLEY ROAD",West,3529.07
2B SHIRLEY ROAD,West,3566.3
"UNIT 11, 4 FINDLAY AVENUE",West,2944.94
"UNIT 117, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 113, FLOOR 1, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 303, FLOOR 3, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 209, FLOOR 2, 150 MOWBRAY ROAD",North,866.99
"APARTMENT 406A, 34 PENSHURST STREET",North,985.33
"UNIT 102, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 213, FLOOR 2, 150 MOWBRAY ROAD",North,866.99
"UNIT 102, FLOOR 1, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 112, FLOOR 1, 150 MOWBRAY ROAD",North,866.99
"UNIT 307, FLOOR 3, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 301, FLOOR 3, 680 WILLOUGHBY ROAD",North,866.99
"UNIT 402, 9 VICTORIA STREET",West,2866.43
"APARTMENT 101A, 34 PENSHURST STREET",North,988.52
"UNIT 2, 262 SAILORS BAY ROAD",North-East,685.07
"UNIT 401, 3 SCOTT STREET",North,1279.82
"UNIT 10, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 11, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 13, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 16, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 18, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 19, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 21, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 22, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 26, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 28, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 29, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 3, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 4, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 8, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 305, 1 SCOTT STREET",North,1279.82
"UNIT 410, 16 ARTARMON ROAD",North,1314.32
"UNIT 202, 3 SCOTT STREET",North,1279.82
568B WILLOUGHBY ROAD,North,984.99
"SUITE 10, 115 SAILORS BAY ROAD",South,592.57
"SUITE 8, 115 SAILORS BAY ROAD",South,592.57
"REAR 154, 154 MOWBRAY ROAD",North,972.76
158A MOWBRAY ROAD,North,984.69
"UNIT 10, 587-589 WILLOUGHBY ROAD",North,838.24
"SUITE 4, 549 WILLOUGHBY ROAD",North,888.76
"UNIT 8, 587-589 WILLOUGHBY ROAD",North,838.24
"UNIT 9, 587-589 WILLOUGHBY ROAD",North,838.24
"UNIT 205, 562 WILLOUGHBY ROAD",North,989.32
"UNIT 105, 562 WILLOUGHBY ROAD",North,989.32
"UNIT 101, 562 WILLOUGHBY ROAD",North,989.32
"UNIT 104, 562 WILLOUGHBY ROAD",North,989.32
"APARTMENT 301B, 34 PENSHURST STREET",North,1018.26
"APARTMENT 505B, 34 PENSHURST STREET",North,1025.84
"UNIT 306, 9 VICTORIA STREET",West,2866.43
"UNIT 2, 108 PACIFIC HIGHWAY",West,3373.36
"UNIT 2, 587-589 WILLOUGHBY ROAD",North,838.24
"UNIT 3, 587-589 WILLOUGHBY ROAD",North,838.24
"UNIT 4, 587-589 WILLOUGHBY ROAD",North,838.24
13 MALVERN AVENUE,North,2171.92
"UNIT 25, 32-40 SAILORS BAY ROAD",North,681.36
"UNIT 5, 347 SAILORS BAY ROAD",North,698.8
"APARTMENT 305A, 34 PENSHURST STREET",North,1006.11
"UNIT 1, 9 VICTORIA STREET",West,2866.43
"APARTMENT 208A, 34 PENSHURST STREET",North,985.33
"APARTMENT 310B, 34 PENSHURST STREET",North,1006.11
115 ROSEVILLE AVENUE,North,2855.46
133 ROSEVILLE AVENUE,North,2792.87
135 ROSEVILLE AVENUE,North,2784.56
14 ROSEVILLE AVENUE,West,3314.6
15 ROSEVILLE AVENUE,West,3242.62
16 ROSEVILLE AVENUE,West,3306.66
17 ROSEVILLE AVENUE,West,3234.05
18 ROSEVILLE AVENUE,West,3298.8
46 BROMBOROUGH ROAD,West,3840.57
47 BROMBOROUGH ROAD,West,3849.03
5 BROMBOROUGH ROAD,West,3668.2
6 BROMBOROUGH ROAD,West,3605.23
14A HARDEN AVENUE,South,475.48
19 ROSEVILLE AVENUE,West,3225.81
24 ROSEVILLE AVENUE,West,3268.94
25 ROSEVILLE AVENUE,West,3201.48
31 OLIVER ROAD,West,3306.83
26 ROSEVILLE AVENUE,West,3260.54
27 ROSEVILLE AVENUE,West,3193.6
28 ROSEVILLE AVENUE,West,3252.33
29 ROSEVILLE AVENUE,West,3185.41
3 ROSEVILLE AVENUE,West,3286.08
32 ROSEVILLE AVENUE,West,3237.6
33 ROSEVILLE AVENUE,West,3166.72
50 BABBAGE ROAD,North,2345.09
51 BABBAGE ROAD,North,2499.28
52 BABBAGE ROAD,North,2318.08
53 BABBAGE ROAD,North,2497.05
54 BABBAGE ROAD,North,2291.99
55 BABBAGE ROAD,North,2492.97
28 BANCROFT AVENUE,West,2963.22
3 BANCROFT AVENUE,West,3040.37
31 FINDLAY AVENUE,West,3281.52
33B FINDLAY AVENUE,West,3315.06
45 BOUNDARY STREET,West,2663.68
88 BOUNDARY STREET,North,2283.68
89 BOUNDARY STREET,North,2343.92
91A BOUNDARY STREET,North,2352.26
91 BOUNDARY STREET,North,2334.54
94 BOUNDARY STREET,North,2246.5
95 BOUNDARY STREET,North,2322.08
96 BOUNDARY STREET,North,2238.1
7 BROMBOROUGH ROAD,West,3673.76
8 BROMBOROUGH ROAD,West,3615.28
9 BROMBOROUGH ROAD,West,3682.97
10 OLIVER ROAD,West,3482.59
17 OLIVER ROAD,West,3368.19
"UNIT 1, 3 BOUNDARY STREET",West,2931.28
"UNIT 10, 3 BOUNDARY STREET",West,2933.87
60 STRATHALLEN AVENUE,North-West,657.21
69 STRATHALLEN AVENUE,North,651.4
21 NAROOMA ROAD,North,389.5
27 NAROOMA ROAD,North,376.08
28 NAROOMA ROAD,North,438.04
29 NAROOMA ROAD,North,374.47
3 NAROOMA ROAD,North,512.72
30 NAROOMA ROAD,North,436.96
32A NAROOMA ROAD,North-East,427.89
32 NAROOMA ROAD,North,436.43
34 NAROOMA ROAD,North-East,404.44
37 NAROOMA ROAD,North,374.41
15 TENILBA ROAD,South,226.14
5 TENILBA ROAD,South,214.72
6 TENILBA ROAD,South,280.02
9 TENILBA ROAD,South,220.56
"UNIT 11, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 17, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 18, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 1, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 4, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 5, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 7, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 9, 271 SAILORS BAY ROAD",North-East,606.27
9 BABBAGE ROAD,North,2329.03
312 PENSHURST STREET,West,1302.44
"UNIT 21, 6 LARKIN STREET",West,3429.47
36 SHIRLEY ROAD,West,3499.78
37 SHIRLEY ROAD,West,3644.1
38A SHIRLEY ROAD,West,3512.71
38 SHIRLEY ROAD,West,3544.22
40A SHIRLEY ROAD,West,3516.65
40 SHIRLEY ROAD,West,3562.07
"UNIT 14, 6 LARKIN STREET",West,3429.47
"UNIT 16, 6 LARKIN STREET",West,3429.47
"UNIT 2, 6 LARKIN STREET",West,3429.47
79 CLANVILLE ROAD,North,3312.45
8 CLANVILLE ROAD,West,3657.58
81 CLANVILLE ROAD,North,3290.12
10 CLERMISTON AVENUE,West,2590.26
"UNIT 2, 184 PACIFIC HIGHWAY",West,3683.01
57 GRIFFITH AVENUE,North,2384.83
60 GRIFFITH AVENUE,North,2433.99
80 SHIRLEY ROAD,West,3930.08
82 SHIRLEY ROAD,West,3948.94
294 SAILORS BAY ROAD,North-East,747.25
30 SAILORS BAY ROAD,North,688.66
37 ALPHA ROAD,North,334.84
129 ARCHER STREET,West,2575.19
"UNIT 100, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 101, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 102, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 103, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 106, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 107, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 109, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 110, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 112, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 11, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 14, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 15, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 16, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 17, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 20, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 12, LEVEL G, 8B DEEPWATER ROAD",North,1852.01
"UNIT 1, LEVEL G, 8B DEEPWATER ROAD",North,1836.09
"UNIT 37, LEVEL G, 8B DEEPWATER ROAD",North,1902.95
190 SAILORS BAY ROAD,North,625.52
191 SAILORS BAY ROAD,North,566.68
194 SAILORS BAY ROAD,North,625.79
195 SAILORS BAY ROAD,North,563.99
198 SAILORS BAY ROAD,North,627.55
199 SAILORS BAY ROAD,North,563.99
201 SAILORS BAY ROAD,North,563.5
202 SAILORS BAY ROAD,North,627.51
205 SAILORS BAY ROAD,North,560.65
41 KAMERUKA ROAD,North,110.32
45 WOONONA ROAD,North,494.07
46 WOONONA ROAD,North,478.89
47 WOONONA ROAD,North,479.83
48 WOONONA ROAD,North,464.16
13 DORSET ROAD,North-East,1196.85
14 DORSET ROAD,North-East,1128.76
15 DORSET ROAD,North-East,1189.61
17 DORSET ROAD,North-East,1182.26
18 DORSET ROAD,North-East,1147.17
19 DORSET ROAD,North-East,1190.63
20 DORSET ROAD,North-East,1137.14
21 DORSET ROAD,North-East,1185.64
29 DORSET ROAD,North-East,1205.46
3A DORSET ROAD,North-East,1235.68
33 DORSET ROAD,North-East,1197.64
35 DORSET ROAD,North-East,1199.69
5 DORSET ROAD,North-East,1230.18
6 DORSET ROAD,North-East,1132.29
8 DORSET ROAD,North-East,1135.78
"UNIT 23, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 24, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 27, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 28, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 34, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 35, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 38, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 39, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 42, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 46, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 47, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 49, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 51, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 52, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 55, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 60, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 63, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 65, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 71, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 73, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 74, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 77, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 78, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 80, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 81, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 82, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 83, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 87, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 89, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 90, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 91, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 92, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 93, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 95, 384 EASTERN VALLEY WAY",North,1772.81
"UNIT 99, 384 EASTERN VALLEY WAY",North,1772.81
90 SHIRLEY ROAD,West,3989.73
"UNIT 3, 190 PACIFIC HIGHWAY",West,3740.95
"UNIT 7, 190 PACIFIC HIGHWAY",West,3740.95
"UNIT 8, 190 PACIFIC HIGHWAY",West,3740.95
2-14 PACIFIC HIGHWAY,West,3087.82
22 PACIFIC HIGHWAY,West,3120.42
25 PACIFIC HIGHWAY,West,3087.95
26A PACIFIC HIGHWAY,West,3165.41
2 MALGA AVENUE,North,1961.71
21 MALGA AVENUE,North,2198.62
22 MALGA AVENUE,North,2149.1
38 MALGA AVENUE,North,2277.47
8 THOMAS AVENUE,West,3727.63
9 THOMAS AVENUE,West,3791.79
1 TOONGARAH ROAD,West,3906.42
29 BANCROFT AVENUE,West,2862.76
"UNIT 23, 52 EASTERN VALLEY WAY",North,177.8
"UNIT 207, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 131, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 216, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 125, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT G03, 562 WILLOUGHBY ROAD",North,989.32
485-489 WILLOUGHBY ROAD,North,940.64
31 HILL STREET,West,3207.47
"UNIT 303, 29 BARINGA ROAD",North-West,708.61
"UNIT 206, 29 BARINGA ROAD",North-West,708.61
"UNIT 402, 29 BARINGA ROAD",North-West,708.61
"SHOP 3, 29 BARINGA ROAD",North-West,708.61
109A MOWBRAY ROAD,North,517.31
"UNIT 8, 141 PENSHURST STREET",West,1001.86
