address,orientation,distance_m
73 SHIRLEY ROAD,West,3939.86
75 SHIRLEY ROAD,West,3972.55
77 SHIRLEY ROAD,West,3995.31
78 SHIRLEY ROAD,West,3915.03
79 SHIRLEY ROAD,West,4012.25
"UNIT 2, 19-21 PACIFIC HIGHWAY",West,3044.37
"UNIT 3, 19-21 PACIFIC HIGHWAY",West,3044.37
"UNIT 8, 19-21 PACIFIC HIGHWAY",West,3035.36
"UNIT 1, 98 SAILORS BAY ROAD",South,655.14
3 TRAFALGAR AVENUE,West,3389.47
30 TRAFALGAR AVENUE,West,3856.29
32 TRAFALGAR AVENUE,West,3877.48
34 TRAFALGAR AVENUE,West,3896.95
38 TRAFALGAR AVENUE,West,3928.53
4 TRAFALGAR AVENUE,West,3414.84
94 PACIFIC HIGHWAY,West,3315.15
952 PACIFIC HIGHWAY,West,3014.15
958A PACIFIC HIGHWAY,West,3035.52
3 VALLEY VIEW CLOSE,West,4197.61
4 VALLEY VIEW CLOSE,West,4261.69
5 VALLEY VIEW CLOSE,West,4193.57
6 VALLEY VIEW CLOSE,West,4266.45
7 VALLEY VIEW CLOSE,West,4210.25
8 VALLEY VIEW CLOSE,West,4270.8
9 VICTORIA STREET,West,2866.43
1A WANDELLA AVENUE,West,2583.98
11 WANDELLA AVENUE,West,2642.07
8 PARK AVENUE,North,2745.56
37 BABBAGE ROAD,North,2486.04
39 BABBAGE ROAD,North,2479.21
40 BABBAGE ROAD,North,2457.23
41 BABBAGE ROAD,North,2492.71
16 POCKLEY AVENUE,West,3359.46
17 POCKLEY AVENUE,West,3433.93
2 POCKLEY AVENUE,West,3279.14
7 POCKLEY AVENUE,West,3382.03
8 POCKLEY AVENUE,West,3313.02
9A BLAKESLEY STREET,North,1753.58
20 MERLIN STREET,North,3180.1
26 MERLIN STREET,North,3238.08
3 MERLIN STREET,North,3081.51
12 MOORE STREET,North,2249.26
14 MOORE STREET,North,2262.37
16 MOORE STREET,North,2275.54
20 MOORE STREET,North,2301.91
24 MOORE STREET,North,2327.06
26 MOORE STREET,North,2339.35
3 MOORE STREET,North,2604.83
34 MOORE STREET,North,2413.31
15 BARCOO STREET,North,1891.33
19 BARCOO STREET,North,1911.76
21 BARCOO STREET,North,1923.72
28 BARCOO STREET,North,1847.77
77 BABBAGE ROAD,North,2412.42
79 BABBAGE ROAD,North,2395.31
81 BABBAGE ROAD,North,2376.98
83 BABBAGE ROAD,North,2355.29
110 PACIFIC HIGHWAY,West,3383.08
132 PACIFIC HIGHWAY,West,3449.6
"UNIT 10, 134 PACIFIC HIGHWAY",West,3466.51
"UNIT 2, 134 PACIFIC HIGHWAY",West,3466.51
81 BOUNDARY STREET,West,2424.6
16 CORONA AVENUE,West,3166.31
18 CORONA AVENUE,West,3183.98
2A CORONA AVENUE,West,3087.43
17 ARCHBOLD ROAD,North,2495.4
19A ARCHBOLD ROAD,North,2570.21
19 ARCHBOLD ROAD,North,2509.82
20 ARCHBOLD ROAD,North,2614.95
21 ARCHBOLD ROAD,North,2594.23
22A ARCHBOLD ROAD,North,2646.76
24 ARCHBOLD ROAD,North,2781.8
25 ARCHBOLD ROAD,North,2687.87
26 ARCHBOLD ROAD,North,2793.6
15 CRANBROOK AVENUE,North,3312.1
17 CRANBROOK AVENUE,North,3267.37
18 CRANBROOK AVENUE,North,3276.89
2 CRANBROOK AVENUE,North,3446.36
3 CRANBROOK AVENUE,North,3522.77
4 CRANBROOK AVENUE,North,3464.13
5 CRANBROOK AVENUE,North,3529.86
6 CRANBROOK AVENUE,North,3463.98
9 LARKIN STREET,West,3289.91
153 ARCHER STREET,West,2765.14
159A ARCHER STREET,West,2792.05
159 ARCHER STREET,West,2807.9
161 ARCHER STREET,West,2814.96
64 CLANVILLE ROAD,North,3384.13
67A CLANVILLE ROAD,North,3356.17
68 CLANVILLE ROAD,North,3367.09
10 CLIVE STREET,North,2085.14
12 CLIVE STREET,North,2097.31
"UNIT 2, 10 LARKIN STREET",West,3446.0
4-6 CLANVILLE ROAD,West,3657.35
44 CLANVILLE ROAD,North,3566.28
47 CLANVILLE ROAD,North,3490.4
5 CLANVILLE ROAD,West,3588.45
2 LARKIN STREET,West,3374.17
95 BABBAGE ROAD,North,2238.38
96 BABBAGE ROAD,North,2397.3
171 BOUNDARY STREET,North,1911.58
173 BOUNDARY STREET,North,1910.98
175 BOUNDARY STREET,North,1909.35
177 BOUNDARY STREET,North,1907.65
179 BOUNDARY STREET,North,1912.71
181 BOUNDARY STREET,North,1911.89
183 BOUNDARY STREET,North,1910.1
187 BOUNDARY STREET,North,1890.76
89 ABINGDON ROAD,West,4449.33
8 PRENTICE LANE,North,934.25
"UNIT 1, 2 OLIVER ROAD",West,3493.1
"UNIT 11, 272 PENSHURST STREET",West,1215.21
"UNIT 12, 272 PENSHURST STREET",West,1215.21
"UNIT 20, 2A SHIRLEY ROAD",West,3529.07
"UNIT 22, 2A SHIRLEY ROAD",West,3529.07
"UNIT 24, 2A SHIRLEY ROAD",West,3529.07
"UNIT 26, 2A SHIRLEY ROAD",West,3529.07
"UNIT 27, 2A SHIRLEY ROAD",West,3529.07
"UNIT 34, 2A SHIRLEY ROAD",West,3529.07
"UNIT 35, 2A SHIRLEY ROAD",West,3529.07
39 MARLBOROUGH ROAD,North,615.6
7A EASTERN VALLEY WAY,North,510.98
54B KAMERUKA ROAD,North-East,208.85
"UNIT 12, 451 WILLOUGHBY ROAD",North,1013.97
78 SYDNEY STREET,North,1384.06
80 SYDNEY STREET,North,1384.48
82 SYDNEY STREET,North,1397.61
14 WARRANE ROAD,West,321.79
2 WARRANE ROAD,West,307.34
"UNIT 107, 72 LAUREL STREET",North,972.08
6 FOUNDATION PLACE,North,375.01
"UNIT G13, 680 WILLOUGHBY ROAD",North,866.99
"UNIT G10, 680 WILLOUGHBY ROAD",North,866.99
17A MELBOURNE ROAD,North,3083.02
"SUITE 205, 115 SAILORS BAY ROAD",South,592.57
"SHOP 39, 135-145 SAILORS BAY ROAD",North-West,593.39
14A ABINGDON ROAD,West,4175.94
42A ABINGDON ROAD,West,4329.84
9A MARLBOROUGH ROAD,North,833.58
"UNIT 13, 10 LARKIN STREET",West,3446.0
"UNIT 1, 1A PENKIVIL STREET",North,920.09
390 EASTERN VALLEY WAY,North,1912.78
1A NAROOMA ROAD,North,557.53
88 DEEPWATER ROAD,North,897.32
23 WARRAWEE AVENUE,North,1022.54
10 KENDALL ROAD,North,1475.7
12 KENDALL ROAD,North,1460.78
13 KENDALL ROAD,North,1612.72
14 KENDALL ROAD,North,1448.34
15 KENDALL ROAD,North,1595.95
16 KENDALL ROAD,North,1433.96
9 ALLAMBIE ROAD,North,986.86
56 SUNNYSIDE CRESCENT,South-West,18.12
57 SUNNYSIDE CRESCENT,South-East,24.83
58 SUNNYSIDE CRESCENT,South-East,26.01
61 SUNNYSIDE CRESCENT,South-East,28.1
"UNIT 2, 5 ROSEVILLE AVENUE",West,3287.04
"UNIT 3, 6 LARKIN STREET",West,3429.47
39 SHIRLEY ROAD,West,3654.86
4 SHIRLEY ROAD,West,3556.18
"UNIT 15, 6 LARKIN STREET",West,3429.47
"UNIT 17, 6 LARKIN STREET",West,3429.47
"UNIT 18, 6 LARKIN STREET",West,3429.47
"UNIT 19, 6 LARKIN STREET",West,3429.47
9 CLANVILLE ROAD,West,3569.71
1A CLERMISTON AVENUE,West,2453.46
1 CLERMISTON AVENUE,West,2480.84
"UNIT 21, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 25, 184 PACIFIC HIGHWAY",West,3683.01
68 SHIRLEY ROAD,West,3780.23
69 SHIRLEY ROAD,West,3907.4
7 SHIRLEY ROAD,West,3595.85
70 SHIRLEY ROAD,West,3836.2
56 GRIFFITH AVENUE,North,2426.11
58 GRIFFITH AVENUE,North,2431.5
59 GRIFFITH AVENUE,North,2401.21
6 GRIFFITH AVENUE,North,2028.12
61 GRIFFITH AVENUE,North,2419.68
182 PACIFIC HIGHWAY,West,3658.09
"UNIT 3, 8 LARKIN STREET",West,3457.43
5 WARRAWEE AVENUE,North,983.46
113 EASTERN VALLEY WAY,North,50.96
107 EASTERN VALLEY WAY,North-West,32.97
1 CHEYNE WALK,North-West,17.65
13 CHEYNE WALK,South-West,21.5
15 CHEYNE WALK,South,18.21
17 CHEYNE WALK,South,18.87
19 CHEYNE WALK,South,23.98
2 CHEYNE WALK,North-West,13.82
21 CHEYNE WALK,South,20.19
31 CHEYNE WALK,South,29.31
4 CHEYNE WALK,North-West,28.49
6 CHEYNE WALK,North-West,22.73
8 CHEYNE WALK,North-West,16.3
109 EASTERN VALLEY WAY,North-West,42.05
14 SUNNYSIDE CRESCENT,South-East,27.37
15 SUNNYSIDE CRESCENT,South,29.0
17 SUNNYSIDE CRESCENT,South-East,24.35
73 EASTERN VALLEY WAY,South-West,28.67
33 SUNNYSIDE CRESCENT,South-East,30.41
34 SUNNYSIDE CRESCENT,South,26.51
36 SUNNYSIDE CRESCENT,South,24.52
42 SUNNYSIDE CRESCENT,South-West,25.55
44 SUNNYSIDE CRESCENT,South-West,25.72
45 SUNNYSIDE CRESCENT,South,37.23
47 SUNNYSIDE CRESCENT,South,32.49
48A SUNNYSIDE CRESCENT,South-West,25.34
48 SUNNYSIDE CRESCENT,South-West,25.77
5 SUNNYSIDE CRESCENT,South-West,25.38
51 SUNNYSIDE CRESCENT,South,34.45
3 THE BARRICADE,North,11.53
7 THE BARRICADE,South,22.73
9 THE BARRICADE,South,15.73
81 SHIRLEY ROAD,West,4065.48
83 SHIRLEY ROAD,West,4067.03
84 SHIRLEY ROAD,West,3963.85
"UNIT 1, 2 ARMSTRONG STREET",North,1097.02
"UNIT 2, 2 ARMSTRONG STREET",North,1097.02
"UNIT 3, 2 ARMSTRONG STREET",North,1097.02
"UNIT 5, 2 ARMSTRONG STREET",North,1097.02
"UNIT 7, 2 ARMSTRONG STREET",North,1097.02
23 BANCROFT AVENUE,West,2931.35
24 BANCROFT AVENUE,West,2992.62
26 BANCROFT AVENUE,West,2976.89
30 BANCROFT AVENUE,West,2940.7
32 BANCROFT AVENUE,West,2930.94
32 FERNCOURT AVENUE,West,2437.2
"UNIT 1, 22 PACIFIC HIGHWAY",West,3120.42
"UNIT 4, 22 PACIFIC HIGHWAY",West,3120.42
"UNIT 5, 22 PACIFIC HIGHWAY",West,3120.42
90 BOUNDARY STREET,North,2274.3
92 BOUNDARY STREET,North,2250.58
93 BOUNDARY STREET,North,2334.76
97 BOUNDARY STREET,North,2313.7
"UNIT 1, 84 FINDLAY AVENUE",West,3504.22
9 GREENFIELD AVENUE,North,496.13
5 GREENFIELD AVENUE,North,476.9
13 GREENFIELD AVENUE,North,496.16
1 GREENFIELD AVENUE,North,492.19
8 GLENROY AVENUE,North,515.78
265A HIGH STREET,West,1134.15
8 STAN STREET,West,406.67
7 STAN STREET,West,432.02
4 STAN STREET,West,380.14
38 STAN STREET,West,662.26
36 STAN STREET,West,637.88
34 STAN STREET,West,624.46
32 STAN STREET,West,611.07
30 STAN STREET,West,598.04
3 STAN STREET,West,408.41
2 STAN STREET,West,366.89
14 STAN STREET,West,447.08
12 STAN STREET,West,433.36
1 STAN STREET,West,395.74
"UNIT 64, 16 TRAFALGAR AVENUE",West,3526.42
81A CLIFF AVENUE,North,980.83
26 BEDFORD STREET,West,733.61
28 BEDFORD STREET,West,743.32
45 BEDFORD STREET,West,866.12
8 BEDFORD STREET,West,672.4
"UNIT 24, 9-15 KINGS AVENUE",West,3301.3
99 ABINGDON ROAD,West,4523.1
16 CLANVILLE ROAD,West,3686.36
18 CLANVILLE ROAD,West,3663.39
29 PENKIVIL STREET,North,1113.12
32 PENKIVIL STREET,North,1153.47
69 DARLING STREET,West,2525.83
62A MARLBOROUGH ROAD,North,610.85
38 MARLBOROUGH ROAD,North,738.72
40 MARLBOROUGH ROAD,North,728.87
21 HIGH STREET,North,605.12
1 PRENTICE LANE,North,915.83
"UNIT 4, 4 ROSEVILLE AVENUE",West,3355.34
"UNIT 9, 5 ROSEVILLE AVENUE",West,3270.84
"UNIT 4, 35 ROSEVILLE AVENUE",West,3152.86
3A ROSEVILLE AVENUE,West,3286.08
"UNIT 4, 5 HILL STREET",West,3123.28
"UNIT 5, 71 HILL STREET",West,3411.65
"UNIT 3, 71 HILL STREET",West,3411.65
20 KING EDWARD STREET,North,2334.8
13 KING EDWARD STREET,North,2241.25
66 LINKS AVENUE,North,2511.74
65 WILLIAM STREET,West,2825.17
36 DUDLEY AVENUE,North,3206.58
24B FORSYTH STREET,West,1004.67
40 FINDLAY AVENUE,West,3187.8
"UNIT 1, 448 PENSHURST STREET",North,2007.96
"UNIT 8, 4 ROSEVILLE AVENUE",West,3352.39
38 CALGA STREET,North,2178.44
"UNIT 3, 35 ROSEVILLE AVENUE",West,3159.84
42A EDINBURGH ROAD,North,82.08
5A VICTORIA STREET,West,2866.43
"UNIT 4, 15 NORMAC STREET",North,1997.1
"UNIT 108, 9 VICTORIA STREET",West,2866.43
"UNIT 308, 9 VICTORIA STREET",West,2866.43
"APARTMENT 305B, 34 PENSHURST STREET",North,1025.84
4 ONTARIO AVENUE,West,3705.82
24 BOUNDARY STREET,West,2441.4
6 NAMOI ROAD,North-East,801.19
306 PENSHURST STREET,West,1126.92
299 PENSHURST STREET,West,1126.92
254 EASTERN VALLEY WAY,North,409.5
"UNIT 16, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 18, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 19, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 20, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 21, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 22, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 23, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 24, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 27, 181-185 PACIFIC HIGHWAY",West,3138.51
260 EASTERN VALLEY WAY,North,409.5
258 EASTERN VALLEY WAY,North,409.5
140 SYDNEY STREET,West,1329.26
"UNIT 13, 181-185 PACIFIC HIGHWAY",West,3138.51
"UNIT 3, 181-185 PACIFIC HIGHWAY",West,3138.51
1 EASTERN VALLEY WAY,North,319.29
1 BORLAISE STREET,North,1055.24
"UNIT 1, 19 EASTERN VALLEY WAY",North,401.08
"UNIT 2, 19 EASTERN VALLEY WAY",North,401.08
"UNIT 4, 19 EASTERN VALLEY WAY",North,401.08
2 EASTERN VALLEY WAY,North,556.41
"UNIT 1, 21 EASTERN VALLEY WAY",North,374.85
"UNIT 12, 21 EASTERN VALLEY WAY",South,387.44
"UNIT 13, 21 EASTERN VALLEY WAY",South,379.39
"SUITE 10, 115 SAILORS BAY ROAD",South,592.57
"SUITE 8, 115 SAILORS BAY ROAD",South,592.57
70-72 THE BULWARK,South,27.87
"UNIT 2, 82-84 EDINBURGH ROAD",West,33.46
"UNIT 3, 82-84 EDINBURGH ROAD",West,33.46
"UNIT 4, 82-84 EDINBURGH ROAD",West,33.46
1 HARBOUR LANE,North,289.08
23 LAUREL STREET,North,538.59
"UNIT 1, 108 PENSHURST STREET",North,963.37
"UNIT 1, 79 PENSHURST STREET",North,908.66
"UNIT 2, 108 PENSHURST STREET",North,963.37
"UNIT 2, 54 PENSHURST STREET",North,971.07
"SUITE 4, 108 PENSHURST STREET",North,963.37
"SUITE 7, 108 PENSHURST STREET",North,963.37
106 PENSHURST STREET,North,962.92
112 PENSHURST STREET,North,963.77
116 PENSHURST STREET,North,964.34
118 PENSHURST STREET,North,964.66
130 PENSHURST STREET,North,972.11
56 PENSHURST STREET,North,970.5
61 PENSHURST STREET,North,904.41
"UNIT 128, 1015 PACIFIC HIGHWAY",West,2877.72
10A ALLAMBIE ROAD,North,1008.23
9 KYOGLE ROAD,North-West,270.32
"UNIT 805, 5 SCOTT STREET",North,1314.32
486 PENSHURST STREET,North,2213.15
"UNIT 206, 2 SCOTT STREET",North,1279.82
5 SCOTT STREET,North,1314.32
"UNIT 501, 1 SCOTT STREET",North,1279.82
"UNIT 105, 1 SCOTT STREET",North,1279.82
7 KYOGLE ROAD,North-West,270.32
9B LOCKLEY PARADE,North,1982.55
"UNIT 508, 5 SCOTT STREET",North,1314.32
"UNIT 108, 3 SCOTT STREET",North,1279.82
"UNIT 905, 5 SCOTT STREET",North,1314.32
"UNIT 503, 1 SCOTT STREET",North,1279.82
"UNIT 407, 1 SCOTT STREET",North,1279.82
68 FINDLAY AVENUE,West,3372.6
7 FINDLAY AVENUE,West,3064.33
"UNIT 302, 3 SCOTT STREET",North,1279.82
13 BARAMBAH ROAD,North,1920.95
17 BARAMBAH ROAD,North,1948.69
18 BARAMBAH ROAD,North,1924.94
1A BARAMBAH ROAD,North,1831.93
20 BARAMBAH ROAD,North,1941.37
21 BARAMBAH ROAD,North,1977.01
25 BARAMBAH ROAD,North,2005.73
34 BARAMBAH ROAD,North,2022.12
38 BARAMBAH ROAD,North,2049.14
40 BARAMBAH ROAD,North,2063.05
"UNIT 209, 5 SCOTT STREET",North,1314.32
"UNIT 3, 9 WARNERS AVENUE",North,22.02
"UNIT 303, 5 SCOTT STREET",North,1314.32
"UNIT 103, 16 ARTARMON ROAD",North,1314.32
"UNIT 20, 147-151 SAILORS BAY ROAD",North-West,592.07
"UNIT 25, 147-151 SAILORS BAY ROAD",North-West,592.07
20 GARDEN PLACE,South-West,29.72
"UNIT 16, 147-151 SAILORS BAY ROAD",North-West,592.07
"UNIT 1, 148 PENSHURST STREET",North,978.63
"UNIT 2, 150 PENSHURST STREET",North,980.86
"UNIT 1, 120 HIGH STREET",North,653.44
"UNIT 2, 176B PENSHURST STREET",North,1031.32
"UNIT 2, 196 PENSHURST STREET",West,1053.83
"UNIT 2, 77 WARRANE ROAD",North,746.57
"UNIT 8, 77 WARRANE ROAD",North,670.71
"UNIT 37, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 2, 261 PENSHURST STREET",West,1161.11
269D SAILORS BAY ROAD,North,642.66
2A WIDGIEWA ROAD,North-East,137.72
135 SAILORS BAY ROAD,North-West,593.39
"SHOP 4, 183-191 HIGH STREET",West,772.96
12 FOUNDATION PLACE,North,349.93
16 FOUNDATION PLACE,North,331.21
20 FOUNDATION PLACE,North,310.59
22 FOUNDATION PLACE,North,300.68
24 FOUNDATION PLACE,North,291.23
36 FOUNDATION PLACE,North,235.51
47 ALPHA ROAD,North,335.8
45 BROMBOROUGH ROAD,West,3841.06
48 BROMBOROUGH ROAD,West,3868.49
49 BROMBOROUGH ROAD,West,3883.74
38 ABINGDON ROAD,West,4311.0
4 ABINGDON ROAD,West,4148.45
42 ABINGDON ROAD,West,4325.59
43 ABINGDON ROAD,West,4212.58
45 ABINGDON ROAD,West,4224.21
46 ABINGDON ROAD,West,4352.84
23 BYORA CRESCENT,North,475.86
"UNIT 510, LEVEL 5, 24 ARTARMON ROAD",North,1389.82
90 WILLIAM STREET,West,2733.93
"UNIT 401, LEVEL 4, 24 ARTARMON ROAD",North,1389.82
"UNIT 305, LEVEL 3, 17 RICHMOND AVENUE",North,1401.31
88 WILLIAM STREET,West,2721.58
9 WINDSOR ROAD,North,28.73
"UNIT 810, LEVEL 8, 7 SCOTT STREET",North,1401.31
"UNIT 507, LEVEL 5, 7 SCOTT STREET",North,1401.31
"UNIT 202, 29 BARINGA ROAD",North-West,708.61
16 DULWICH ROAD,West,3228.55
7 NOLA ROAD,West,3193.55
8 NOLA ROAD,West,3190.31
22 BOUNDARY STREET,West,2725.49
1A GERALD AVENUE,West,3202.2
"UNIT 4, 3 BOUNDARY STREET",West,2931.28
"UNIT 6, 3 BOUNDARY STREET",West,2933.87
"UNIT 9, 3 BOUNDARY STREET",West,2939.27
15 GERALD AVENUE,North,3399.95
16 GERALD AVENUE,West,3375.14
18 GERALD AVENUE,West,3394.47
20 GERALD AVENUE,West,3413.68
22A GERALD AVENUE,North,3451.61
22 GERALD AVENUE,West,3436.97
6 THE GROVE,West,3474.47
7 THE GROVE,West,3470.6
9 THE GROVE,West,3490.24
"UNIT 20, 5-17 PACIFIC HIGHWAY",West,3013.03
"UNIT 21, 5-17 PACIFIC HIGHWAY",West,3008.93
"UNIT 23, 5-17 PACIFIC HIGHWAY",West,3007.16
"UNIT 24, 5-17 PACIFIC HIGHWAY",West,3003.47
"UNIT 25, 5-17 PACIFIC HIGHWAY",West,2999.69
"UNIT 3, 5-17 PACIFIC HIGHWAY",West,3044.11
"UNIT 31, 5-17 PACIFIC HIGHWAY",West,2997.36
58 MALVERN AVENUE,North,2086.01
76 MACQUARIE STREET,West,2310.4
78 MACQUARIE STREET,West,2322.41
89 MACQUARIE STREET,West,2254.56
91 MACQUARIE STREET,West,2265.31
93 MACQUARIE STREET,West,2275.98
97 MACQUARIE STREET,West,2294.56
38 BARCOO STREET,North,1952.24
40 BARCOO STREET,North,1965.79
41 BARCOO STREET,North,2056.34
44 BARCOO STREET,North,2002.81
45 BARCOO STREET,North,2123.96
50 BARCOO STREET,North,2058.65
54 BARCOO STREET,North,2098.5
4 NORMAC STREET,North,1912.6
11 ORMONDE ROAD,North,2634.6
40 TRAFALGAR AVENUE,West,3944.32
43 TRAFALGAR AVENUE,West,3894.71
45 TRAFALGAR AVENUE,West,3910.9
8 TRAFALGAR AVENUE,West,3454.43
1 VALLEY VIEW CLOSE,West,4199.99
12 VALLEY VIEW CLOSE,West,4283.28
15 VALLEY VIEW CLOSE,West,4235.87
"UNIT 2, 180 PACIFIC HIGHWAY",West,3629.16
"SUITE 2G, 115 SAILORS BAY ROAD",South,592.57
4A MACLAURIN PARADE,West,3195.24
28 ARCHBOLD ROAD,North,2811.68
29 ARCHBOLD ROAD,North,2727.68
3 ARCHBOLD ROAD,North,2368.33
30A ARCHBOLD ROAD,North,2943.18
30 ARCHBOLD ROAD,North,2972.12
31 ARCHBOLD ROAD,North,2745.5
32 ARCHBOLD ROAD,North,3102.12
9 KELBURN ROAD,West,3872.4
97 BABBAGE ROAD,North,2223.5
11 BARANA PARADE,North,2331.98
12 BARANA PARADE,North,2400.1
3 BARANA PARADE,North,2337.66
31 BARANA PARADE,North,2338.14
4 BARANA PARADE,North,2391.93
5 BARANA PARADE,North,2334.9
6 BARANA PARADE,North,2390.57
7 BARANA PARADE,North,2334.63
9 BARANA PARADE,North,2333.36
153 BOUNDARY STREET,North,2023.3
157 BOUNDARY STREET,North,2009.05
163 BOUNDARY STREET,North,1989.22
69 BANCROFT AVENUE,North,2675.12
7 BANCROFT AVENUE,West,3014.02
74 BANCROFT AVENUE,North,2744.15
8 BANCROFT AVENUE,West,3079.06
9 BANCROFT AVENUE,West,3000.61
4 CLIVE STREET,North,2045.04
1 CORONA AVENUE,West,3121.67
11 CORONA AVENUE,West,3178.84
12 CORONA AVENUE,West,3141.16
"UNIT 4, 5 OLIVER ROAD",West,3402.88
11 ONTARIO AVENUE,West,3696.37
15 ONTARIO AVENUE,West,3715.85
17 ONTARIO AVENUE,West,3730.13
57 BABBAGE ROAD,North,2489.16
58 BABBAGE ROAD,North,2251.78
59 BABBAGE ROAD,North,2485.52
62 BABBAGE ROAD,North,2217.58
65 BABBAGE ROAD,North,2454.65
67 BABBAGE ROAD,North,2453.58
69 BABBAGE ROAD,North,2455.94
6 CORONA AVENUE,West,3108.83
7 CORONA AVENUE,West,3155.91
1 CRANBROOK AVENUE,North,3515.35
20 ABINGDON ROAD,West,4211.92
22 ABINGDON ROAD,West,4221.25
23 ABINGDON ROAD,West,4091.85
24 ABINGDON ROAD,West,4231.47
26 ABINGDON ROAD,West,4242.17
3 ABINGDON ROAD,West,4040.86
32 ABINGDON ROAD,West,4283.28
33 ABINGDON ROAD,West,4120.72
86 BOUNDARY STREET,North,2298.07
87 BOUNDARY STREET,North,2404.71
88A BOUNDARY STREET,North,2265.27
21 AMARNA PARADE,North,2935.85
25 AMARNA PARADE,North,2907.52
31 AMARNA PARADE,North,2890.03
33 AMARNA PARADE,North,2879.94
7 AMARNA PARADE,North,2973.0
9 AMARNA PARADE,North,2970.7
1 ARCHBOLD ROAD,North,2354.59
10 ARCHBOLD ROAD,North,2517.22
15 ARCHBOLD ROAD,North,2480.97
28A ARCHBOLD ROAD,North,2823.52
34 BROMBOROUGH ROAD,West,3747.57
35 BROMBOROUGH ROAD,West,3794.29
37 BROMBOROUGH ROAD,West,3803.84
38 BROMBOROUGH ROAD,West,3768.31
39 BROMBOROUGH ROAD,West,3813.51
40 BROMBOROUGH ROAD,West,3778.68
5 PRESTON PLACE,North,3623.63
6 PRESTON PLACE,North,3599.45
7 PRESTON PLACE,North,3602.96
10 ALLAN STREET,North,2338.65
11 ALLAN STREET,North,2284.61
56A FOURTH AVENUE,North,153.56
8 MINNAMURRA ROAD,North,444.6
85A LAUREL STREET,North,1161.26
73 LAUREL STREET,North,1077.42
67 LAUREL STREET,North,1041.51
301-309 PENSHURST STREET,West,1263.14
75 LAUREL STREET,North,1089.36
68 STRATHALLEN AVENUE,North-West,657.21
69 LAUREL STREET,North,1053.49
17 ELLIOTT LANE,North,793.83
28-32 BARCOO STREET,North,1847.77
2-6 PATRICK STREET,West,1018.6
35A DEEPWATER ROAD,North,1612.48
1 CHOWNE PLACE,North,1056.39
20 CHOWNE PLACE,North,933.46
21A CHOWNE PLACE,North,983.1
22 CHOWNE PLACE,North,924.6
3 CHOWNE PLACE,North,1045.16
4 CHOWNE PLACE,North,993.56
5 CHOWNE PLACE,North,1037.16
6 CHOWNE PLACE,North,985.23
7 CHOWNE PLACE,North,1031.22
8 CHOWNE PLACE,North,977.19
1 THE TOR WALK,East,35.59
1A THE TOR WALK,East,20.38
23A THE TOR WALK,North-West,42.66
30 THE TOR WALK,East,20.74
31 THE TOR WALK,West,38.33
33 THE TOR WALK,West,35.8
35 THE TOR WALK,West,38.27
37 THE TOR WALK,South-West,39.01
3 THE TOR WALK,West,38.02
41 THE TOR WALK,West,38.71
43 THE TOR WALK,West,38.56
7A THE TOR WALK,West,34.21
8B THE TOR WALK,East,16.05
62 DEEPWATER ROAD,North,1223.44
64-66 DEEPWATER ROAD,North,1200.75
"UNIT 1, 65-67 WILLIAM STREET",West,2825.17
"UNIT 2, 65-67 WILLIAM STREET",West,2825.17
"UNIT 3, 65-67 WILLIAM STREET",West,2825.17
"UNIT 4, 65-67 WILLIAM STREET",West,2825.17
"UNIT 50, 27-33 BOUNDARY STREET",West,2773.91
"UNIT 52, 27-33 BOUNDARY STREET",West,2770.01
"UNIT 55, 27-33 BOUNDARY STREET",West,2790.46
"UNIT 58, 27-33 BOUNDARY STREET",West,2766.02
"UNIT 5, 27-33 BOUNDARY STREET",West,2742.72
"UNIT 62, 27-33 BOUNDARY STREET",West,2766.03
"UNIT 8, 27-33 BOUNDARY STREET",West,2752.56
"UNIT 10, 27-33 BOUNDARY STREET",West,2754.68
"UNIT 14, 27-33 BOUNDARY STREET",West,2740.93
"UNIT 15, 27-33 BOUNDARY STREET",West,2752.58
"UNIT 17, 27-33 BOUNDARY STREET",West,2754.68
"UNIT 20, 27-33 BOUNDARY STREET",West,2737.82
"UNIT 24, 27-33 BOUNDARY STREET",West,2754.67
"UNIT 25, 27-33 BOUNDARY STREET",West,2747.63
"UNIT 29, 27-33 BOUNDARY STREET",West,2760.04
"UNIT 2, 27-33 BOUNDARY STREET",West,2760.05
"UNIT 30, 27-33 BOUNDARY STREET",West,2747.63
"UNIT 31, 27-33 BOUNDARY STREET",West,2737.82
"UNIT 34, 27-33 BOUNDARY STREET",West,2790.47
"UNIT 35, 27-33 BOUNDARY STREET",West,2779.28
85 SHIRLEY ROAD,West,4074.44
86 SHIRLEY ROAD,West,3978.77
87 SHIRLEY ROAD,West,4086.04
88 SHIRLEY ROAD,West,3993.85
